--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF| SPE|SATK|SDEF|ABILITY1    |ABILITY2    |ITEM
044 ORTIDE     : CROISSANCE at level 1, REGENERATION at level 1, COUP D’BOULE at level 1, BELIER at level 7, BOOST at level 14, POING-ECLAIR at level 16, CAGE-ECLAIR at level 18, FATAL-FOUDRE at level 24, TONNERRE at level 35, CHARGEUR at level 44
045 RAFFLESIA  : POING-KARATE at level 1, BOMB’OEUF at level 1, GONFLETTE at level 1, CRU-AILE at level 1, VENDETTA at level 44
046 PARAS      : CROC DE MORT at level 1, BALL’METEO at level 7, AEROPIQUE at level 13, TOURBI-SABLE at level 19, BROUILLARD at level 25, FURIE at level 31, ONDE BOREALE at level 37, REGARD NOIR at level 43, PICPIC at level 49
047 PARASECT   : ATTRACTION at level 1, REBOND at level 1, ULTRALASER at level 1, PICPIC at level 7, RUNE PROTECT at level 13, AEROPIQUE at level 19, LUMI-ECLAT at level 27, AEROBLAST at level 35, MIMIQUE at level 43, PIQUE at level 51, CRU-AILE at level 59
048 MIMITOSS   : GRIFFE ACIER at level 1, BOMB-BEURK at level 1, COUP D’BOULE at level 1, STRIDO-SON at level 9, AILE D’ACIER at level 17, POING METEOR at level 20, MUR DE FER at level 25, QUEUE DE FER at level 28, COGNOBIDON at level 33, GRINCEMENT at level 36, CARNAREKET at level 41
049 AEROMITE   : STRIDO-SON at level 1, CARNAREKET at level 1, MUR DE FER at level 1, GRIFFE ACIER at level 1, CROC DE MORT at level 1, QUEUE DE FER at level 9, AILE D’ACIER at level 17, POING-ECLAIR at level 20, POING METEOR at level 25, POURSUITE at level 28, DANSE-PLUME at level 31, SECRETION at level 36, LAIT A BOIRE at level 42, TOUR RAPIDE at level 52
050 TAUPIQUEUR : BOUCLIER at level 1, POING-KARATE at level 1, RECYCLAGE at level 5, MACH PUNCH at level 9, TRIPLE PIED at level 17, CROISSANCE at level 25, MITRA-POING at level 33, GONFLETTE at level 41, SACRIFICE at level 49
051 TRIOPIKEUR : DYNAMOPOING at level 1, CORPS PERDU at level 1, BAILLEMENT at level 1, MEGAPHONE at level 1, COGNE at level 5, MACH PUNCH at level 9, CASSE-BRIQUE at level 17, PIED VOLTIGE at level 25, COUP-CROIX at level 26, PIED SAUTE at level 38, SACRIFICE at level 51, VENDETTA at level 64
052 MIAOUSS    : FEU SACRE at level 1, CANICULE at level 1, POING DE FEU at level 11, LILLIPUT at level 20, FEU FOLLET at level 28, FLAMMECHE at level 35, PUISSANCE at level 41, TOMBEROCHE at level 46, ZENITH at level 50
053 PERSIAN    : TIR DE BOUE at level 1, FEU FOLLET at level 1, LANCE-FLAMME at level 1, ABIME at level 11, REFLET at level 20, DEFLAGRATION at level 29, COUD’BOUE at level 38, TONNERRE at level 46, OSMERANG at level 53, SIPHON at level 59
054 PSYKOKWAK  : BALL’METEO at level 1, JET-PIERRES at level 1, POUV.ANTIQUE at level 5, EBOULEMENT at level 10, RETOUR at level 16, OSMERANG at level 23, TOMBEROCHE at level 31, ROULADE at level 40, BOULE ROC at level 50
055 AKWAKWAK   : DRACO-RAGE at level 1, EBOULEMENT at level 1, TEMPETESABLE at level 1, ECRASEMENT at level 1, BOULE ROC at level 5, TOMBEROCHE at level 10, POUV.ANTIQUE at level 16, JET-PIERRES at level 23, ROULADE at level 31, LAME-FEUILLE at level 44, FORCE CACHEE at level 58
056 FEROSINGE  : DEPIT at level 1, TRANCHE at level 1, ETONNEMENT at level 9, LECHOUILLE at level 15, CAUCHEMAR at level 21, RANCUNE at level 27, TEMPETESABLE at level 33, BALL’OMBRE at level 39, TENEBRES at level 45, ONDE FOLIE at level 51
057 COLOSSINGE : DEPIT at level 1, RANCUNE at level 1, BERCEUSE at level 1, ELECTACLE at level 1, POING OMBRE at level 9, TENEBRES at level 15, IMPLORE at level 21, GROZ’YEUX at level 27, ETONNEMENT at level 28, LECHOUILLE at level 36, BALL’OMBRE at level 45, AFFUTAGE at level 54, CAUCHEMAR at level 63
058 CANINOS    : LILLIPUT at level 1, DYNAMOPOING at level 1, ULTIMAWASHI at level 7, IMPLORE at level 13, PILONNAGE at level 19, SURPUISSANCE at level 25, MIMI-QUEUE at level 31, CONTRE at level 37, DOUBLE PIED at level 43, MORSURE at level 49
059 ARCANIN    : BELIER at level 1, RIPOSTE at level 1, GROZ’YEUX at level 1, POING-KARATE at level 1, GRINCEMENT at level 49
060 PTITARD    : TUNNEL at level 1, TIR DE BOUE at level 7, COUD’BOUE at level 13, POING COMETE at level 19, AMPLEUR at level 25, EMPAL’KORNE at level 31, TOURBI-SABLE at level 37, FLAIR at level 43
061 TETARTE    : ACIDARMURE at level 1, ETONNEMENT at level 1, TIR DE BOUE at level 1, ONDE FOLIE at level 7, BOUL’ARMURE at level 13, CAUCHEMAR at level 19, TUNNEL at level 27, STOCKAGE at level 35, DEPIT at level 43, LECHOUILLE at level 51
062 TARTARD    : PAR ICI at level 1, ERUPTION at level 1, PIED BRULEUR at level 1, BLIZZARD at level 1, POING DE FEU at level 35, RECYCLAGE at level 51
063 ABRA       : COUP D’BOULE at level 1
064 KADABRA    : OURAGAN at level 1, DANSE DRACO at level 1, DRACOGRIFFE at level 1, COLERE at level 16, BALL’METEO at level 18, DRACOSOUFFLE at level 21, FORCE POIGNE at level 23, QUEUE DE FER at level 25, TREMPETTE at level 30, CROC DE MORT at level 33, LIRE-ESPRIT at level 36, ONDE DE CHOC at level 43
065 ALAKAZAM   : ASSISTANCE at level 1, OURAGAN at level 1, DRACOSOUFFLE at level 1, DRACOGRIFFE at level 16, DANSE DRACO at level 18, DRACO-RAGE at level 21, GRIBOUILLE at level 23, ETREINTE at level 25, SURCHAUFFE at level 30, ROULADE at level 33, COLERE at level 36, GRINCEMENT at level 43
066 MACHOC     : POING COMETE at level 1, OCROUPI at level 1, REPLI at level 7, PISTOLET A O at level 13, QUEUE DE FER at level 19, BROUHAHA at level 22, ULTIMAWASHI at level 25, ECUME at level 31, CLAQUOIR at level 37, HYDROCANON at level 40, KOUD’KORNE at level 43, SIPHON at level 49
067 MACHOPEUR  : UPPERCUT at level 1, REPLI at level 1, HYDROBLAST at level 1, BULLES D’O at level 7, CLAQUOIR at level 13, COMBO-GRIFFE at level 19, TOURNIQUET at level 22, OCTAZOOKA at level 25, AILE D’ACIER at level 33, PISTOLET A O at level 41, PINCE-MASSE at level 46, VIBRAQUA at level 51, DANSE PLUIE at level 59
068 MACKOGNEUR : CARNAREKET at level 1, BLABLA DODO at level 1, OCTAZOOKA at level 1, STRIDO-SON at level 7, ACIDARMURE at level 13, GRIFFE ACIER at level 19, VIBRAQUA at level 22, TOURNIQUET at level 25, QUEUE DE FER at level 33, HYDROCANON at level 41, AILE D’ACIER at level 46, CONSTRICTION at level 51, DANSE PLUIE at level 59
069 CHETIFLOR  : CRU-AILE at level 1, PICPIC at level 6, CONSTRICTION at level 11, BELIER at level 15, AEROPIQUE at level 17, ENTRAVE at level 19, REBOND at level 23, AEROBLAST at level 30, BEC VRILLE at level 37, COPIE at level 45
070 BOUSTIFLOR : VANTARDISE at level 1, BALANCE at level 1, CRU-AILE at level 1, RETOUR at level 6, TIR DE BOUE at level 11, AEROBLAST at level 15, VOL-VIE at level 17, AEROPIQUE at level 19, REBOND at level 24, PICPIC at level 33, HYDROBLAST at level 42, FLEAU at level 54
071 EMPIFLOR   : PIQUE at level 1, AEROPIQUE at level 1, ULTRALASER at level 1, BEC VRILLE at level 1
072 TENTACOOL  : ECRASEMENT at level 1, CHARGEUR at level 6, MALEDICTION at level 12, FRUSTRATION at level 19, ETINCELLE at level 25, RONFLEMENT at level 30, POING-ECLAIR at level 36, PATIENCE at level 43, CAGE-ECLAIR at level 49
073 TENTACRUEL : ECLAIR at level 1, POING-ECLAIR at level 1, BALL’BRUME at level 1, ELECANON at level 6, CAGE-ECLAIR at level 12, CHARGEUR at level 19, ELECTACLE at level 25, ETINCELLE at level 30, PLENITUDE at level 38, TONNERRE at level 47, FATAL-FOUDRE at level 55
074 RACAILLOU  : ECHANGE at level 1, DEFLAGRATION at level 1, CROCO LARME at level 6, REFLET MAGIK at level 11, BASTON at level 16, POSSESSIF at level 21, FLATTERIE at level 26, SABOTAGE at level 31, ENTRAVE at level 36, MACHOUILLE at level 41, FEINTE at level 46
075 GRAVALANCH : YOGA at level 1, VIBRAQUA at level 1, PLENITUDE at level 1, RAFALE PSY at level 1, LARCIN at level 6, REBOND at level 11, REFLET MAGIK at level 16, HYPNOSE at level 21, RANCUNE at level 29, CHOC MENTAL at level 37, AMNESIE at level 45, SABOTAGE at level 53, IMITATION at level 62
076 GROLEM     : PSYCHO BOOST at level 1, SABOTAGE at level 1, CROCO LARME at level 1, MACHOUILLE at level 1, BOOST at level 6, MORSURE at level 11, LARCIN at level 16, HYDROCANON at level 21, MUR LUMIERE at level 29, KOUD’KORNE at level 37, FLATTERIE at level 45, SAISIE at level 53, POURSUITE at level 62
077 PONYTA     : DRACOGRIFFE at level 1, DANSE DRACO at level 5, DRACOSOUFFLE at level 9, COLERE at level 14, VOILE MIROIR at level 19, GLAS DE SOIN at level 25, MITRA-POING at level 31, GRONDEMENT at level 38, RELACHE at level 45, OURAGAN at level 53
078 GALOPA     : COLERE at level 1, DANSE DRACO at level 1, OURAGAN at level 1, DRACOSOUFFLE at level 1, GRIMACE at level 5, DRACOGRIFFE at level 9, METRONOME at level 14, DRACO-RAGE at level 19, VANTARDISE at level 25, POINGLACE at level 31, PUIS. CACHEE at level 38, TUNNEL at level 40, ONDE DE CHOC at level 50, VIT.EXTREME at level 63
079 RAMOLOSS   : HYPNOSE at level 1, PROTECTION at level 1, FORCE CACHEE at level 1, BARRAGE at level 6, LUMI-ECLAT at level 15, MUR LUMIERE at level 20, DEVOREVE at level 29, YOGA at level 34, REPOS at level 43, PSYCHO BOOST at level 48
080 FLAGADOSS  : QUEUE-POISON at level 1, DARD-VENIN at level 1, BASTON at level 1, MORSURE at level 1, POUDRE TOXIK at level 6, DETRITUS at level 15, FEINTE at level 20, TOXIK at level 29, SOUVENIR at level 34, FEU SACRE at level 37, POUDRE DODO at level 46, SABOTAGE at level 54
081 MAGNETI    : EXTRASENSEUR at level 1, MEGAPHONE at level 1, FORCE CACHEE at level 6, ULTRASON at level 11, RELACHE at level 16, E-COQUE at level 21, COGNOBIDON at level 26, BLUFF at level 32, VIT.EXTREME at level 38, LIGOTAGE at level 44, BOUL’ARMURE at level 50
082 MAGNETON   : FORCE-NATURE at level 1, MIMI-QUEUE at level 1, FRENESIE at level 1, FORCE CACHEE at level 1, E-COQUE at level 6, ENTRAVE at level 11, CADEAU at level 16, MASSD’OS at level 21, COGNOBIDON at level 26, STIMULANT at level 35, MANIA at level 44, COUPE-VENT at level 53, LIRE-ESPRIT at level 62
083 CANARTICHO : ULTRALASER at level 1, VIT.EXTREME at level 6, LAIT A BOIRE at level 11, ECLATEGRIFFE at level 16, CYCLONE at level 21, SOIN at level 26, DANSE-FOLLE at level 31, RELACHE at level 36, STIMULANT at level 41, ULTIMAWASHI at level 46
084 DODUO      : STALAGTITE at level 1, POINGLACE at level 1, TOURNIQUET at level 9, GLACIATION at level 13, BUEE NOIRE at level 21, VENT GLACE at level 25, CLAQUOIR at level 33, LASER GLACE at level 37, GRELE at level 45
085 DODRIO     : SIPHON at level 1, PISTOLET A O at level 1, PINCE-MASSE at level 1, COUD’KRANE at level 1, BALL’GLACE at level 9, VEGE-ATTAK at level 13, HYDROBLAST at level 21, VENT GLACE at level 25, TONNERRE at level 38, CLAQUOIR at level 47, GICLEDO at level 60
086 OTARIA     : CROC DE MORT at level 1, BLIZZARD at level 9, COPIE at level 17, BUEE NOIRE at level 21, BRUME at level 29, VENT ARGENTE at level 37, CHARGEUR at level 41, CADEAU at level 49
087 LAMANTINE  : LASER GLACE at level 1, TOILE at level 1, BLIZZARD at level 1, MEGACORNE at level 1, VENT GLACE at level 9, POINGLACE at level 17, GRELE at level 21, RAYON SIGNAL at level 29, BUEE NOIRE at level 34, PIED SAUTE at level 42, VAMPIRISME at level 51, LUMIQUEUE at level 64
088 TADMORV    : CANICULE at level 1, RAFALE PSY at level 1, VOILE MIROIR at level 4, FEU FOLLET at level 8, TELEKINESIE at level 13, SURCHAUFFE at level 19, LANCE-FLAMME at level 26, BALL’BRUME at level 34, ERUPTION at level 43, PROTECTION at level 53
089 GROTADMORV : POSSESSIF at level 1, FORCE COSMIK at level 1, ERUPTION at level 1, POING DE FEU at level 4, TOXIK at level 8, ECHANGE at level 13, PIED BRULEUR at level 19, AURORE at level 26, FEU FOLLET at level 34, FEU SACRE at level 47, RAFALE FEU at level 61
090 KOKIYAS    : TORNADE at level 1, AEROBLAST at level 1, LANCE-FLAMME at level 9, LARCIN at level 17, BEC VRILLE at level 25, BASTON at level 33, REBOND at level 41, MIMIQUE at level 49
091 CRUSTABRI  : BEC VRILLE at level 1, CROCO LARME at level 1, PSYCHO BOOST at level 1, TRANCH’AIR at level 1, CROC FATAL at level 33, GUILLOTINE at level 41
092 FANTOMINUS : CHARGEUR at level 1, ULTRALASER at level 1, PISTOLET A O at level 8, RAYON SIGNAL at level 13, VAMPIRISME at level 16, TAILLADE at level 21, ETINCELLE at level 28, FATAL-FOUDRE at level 33, SECRETION at level 36
093 SPECTRUM   : SOUVENIR at level 1, DANSE-FOLLE at level 1, AILE D’ACIER at level 1, BRUME at level 8, CONSTRICTION at level 13, TOILE at level 16, EXPLOSION at level 21, LUMIQUEUE at level 25, DARD-NUEE at level 31, PUISSANCE at level 39, VAMPIRISME at level 48
094 ECTOPLASMA : EMPAL’KORNE at level 1, PATIENCE at level 1, MEGACORNE at level 1, HURLEMENT at level 8, DARD-NUEE at level 13, VAMPIRISME at level 16, TOILE at level 21, TAILLADE at level 25, VENT ARGENTE at level 31, SECRETION at level 39, LUMIQUEUE at level 48
095 ONIX       : AILE D’ACIER at level 1, BELIER at level 1, JACKPOT at level 9, POUDREUSE at level 13, BUEE NOIRE at level 21, PLAQUAGE at level 25, LASER GLACE at level 33, BLIZZARD at level 37, GRELE at level 45, GRIFFE at level 49, VENT GLACE at level 57
096 SOPORIFIK  : CONSTRICTION at level 1, PINCE-MASSE at level 1, BALL’OMBRE at level 10, MASSD’OS at level 18, EFFORT at level 25, POING OMBRE at level 31, CAUCHEMAR at level 36, RANCUNE at level 40, PICANON at level 43, PRLVT DESTIN at level 45
097 HYPNOMADE  : SEISME at level 1, POING OMBRE at level 1, MASSD’OS at level 1, STRATOPERCUT at level 1, RANCUNE at level 10, TENEBRES at level 18, RELACHE at level 25, TOURBI-SABLE at level 33, PRLVT DESTIN at level 40, LECHOUILLE at level 49, BALL’OMBRE at level 55, ONDE FOLIE at level 60
098 KRABBY     : OCROUPI at level 1, SECRETION at level 5, AMNESIE at level 12, DRACO-RAGE at level 16, ONDE BOREALE at level 23, POINGLACE at level 27, BRUME at level 34, VIBRAQUA at level 41, REPLI at level 45
099 KRABBOSS   : ONDE BOREALE at level 1, TOURNIQUET at level 1, BLIZZARD at level 1, LASER GLACE at level 5, TELEPORT at level 12, POINGLACE at level 16, BULLES D’O at level 23, REPLI at level 27, STALAGTITE at level 38, POUDREUSE at level 49, OCROUPI at level 57
100 VOLTORBE   : AEROBLAST at level 1, OCTAZOOKA at level 1, PILONNAGE at level 8, AMPLEUR at level 15, ECRAS’FACE at level 21, FEUILLEMAGIK at level 27, PICPIC at level 32, COUP-CROIX at level 37, ABRI at level 42, BEC VRILLE at level 46, COUD’KRANE at level 49
101 ELECTRODE  : POING METEOR at level 1, STRIDO-SON at level 1, DANSE-PLUME at level 1, DANSE-FLEUR at level 1, REFLET MAGIK at level 8, COUP-CROIX at level 15, MUR DE FER at level 21, MIMIQUE at level 27, GRIFFE ACIER at level 34, AEROBLAST at level 41, QUEUE DE FER at level 48, CARNAREKET at level 54, BEC VRILLE at level 59
102 NOEUNOEUF  : LARCIN at level 1, CROCO LARME at level 1, BELIER at level 1, MIMI-QUEUE at level 7, ASSISTANCE at level 13, FACADE at level 19, SAISIE at level 25, TOURMENTE at level 31, POURSUITE at level 37, REPLI at level 43
103 NOADKOKO   : PROVOC at level 1, BAILLEMENT at level 1, MACHOUILLE at level 1, MORSURE at level 19, SAISIE at level 31
104 OSSELAIT   : OSMERANG at level 1, MAWASHI GERI at level 5, PIED VOLTIGE at level 9, DARD-VENIN at level 13, COUP-CROIX at level 17, CHARGE-OS at level 21, TUNNEL at level 25, SEISME at level 29, DANSE-FOLLE at level 33, MASSD’OS at level 37, PICOTS at level 41, GRIMACE at level 45
105 OSSATUEUR  : VAMPIRISME at level 1, FRENESIE at level 1, FRAPPE ATLAS at level 1, POING-KARATE at level 1, AMPLEUR at level 5, CONSTRICTION at level 9, CHARGE-OS at level 13, ABIME at level 17, TIR DE BOUE at level 21, LANCE-BOUE at level 25, BALAYAGE at level 32, STIMULANT at level 39, GONFLETTE at level 46, TENACITE at level 53, OSMERANG at level 61
106 KICKLEE    : SOUVENIR at level 1, MORSURE at level 1, LARCIN at level 6, DAMOCLES at level 11, UPPERCUT at level 16, RAYON SIGNAL at level 20, TENEBRES at level 21, POURSUITE at level 26, CHARGE at level 31, DEVOREVE at level 36, VIVE-ATTAQUE at level 41, FEINTE at level 46, ATTRACTION at level 51
107 TYGNON     : DOUBLE PIED at level 1, SACRIFICE at level 1, MAWASHI GERI at level 7, VENDETTA at level 13, RETOUR at level 20, METRONOME at level 26, BALAYAGE at level 26, DYNAMOPOING at level 26, GONFLETTE at level 32, MACH PUNCH at level 38, DEVOREVE at level 44, CONTRE at level 50
108 EXCELANGUE : MASSD’OS at level 1, QUEUE DE FER at level 7, AILE D’ACIER at level 12, LANCE-BOUE at level 18, MUR DE FER at level 23, GRIFFE ACIER at level 29, BEC VRILLE at level 34, TRIPLATTAQUE at level 40, SEISME at level 45, POING METEOR at level 51
109 SMOGO      : FLAMMECHE at level 1, QUEUE-POISON at level 1, ACIDE at level 9, GAZ TOXIK at level 17, CROCHETVENIN at level 21, PIED SAUTE at level 25, ACIDARMURE at level 33, POUDRE TOXIK at level 41, DETRITUS at level 45, LANCE-FLAMME at level 49
110 SMOGOGO    : PUREDPOIS at level 1, CLONAGE at level 1, ZENITH at level 1, BELIER at level 1, DEFLAGRATION at level 9, ACIDE at level 17, PLAQUAGE at level 21, BLABLA DODO at level 25, TOXIK at level 33, FLAMMECHE at level 44, GAZ TOXIK at level 51, DETRITUS at level 58
111 RHINOCORNE : IMITATION at level 1, RAFALE PSY at level 1, YOGA at level 10, POSSESSIF at level 15, MUR LUMIERE at level 24, GRONDEMENT at level 29, BOUCLIER at level 38, CYCLONE at level 43, FLAMMECHE at level 52, BALL’GLACE at level 57
112 RHINOFEROS : ONDE DE CHOC at level 1, CASSE-BRIQUE at level 1, CHARGEUR at level 1, PSYCHO BOOST at level 1, ETINCELLE at level 10, MORSURE at level 15, ECHANGE at level 24, PSYKO at level 29, HYPNOSE at level 38, RAFALE PSY at level 46, DANSE-FLEUR at level 58, VOILE MIROIR at level 66
113 LEVEINARD  : GRIBOUILLE at level 1, QUEUE DE FER at level 1, POING METEOR at level 5, VOEU at level 9, CARNAREKET at level 13, STRIDO-SON at level 17, GRIFFE ACIER at level 23, AILE D’ACIER at level 29, MUR DE FER at level 35, MUR LUMIERE at level 41, HYDROBLAST at level 49, MANIA at level 57
114 SAQUEDENEU : ACIDARMURE at level 1, QUEUE-POISON at level 1, TOXIK at level 4, PLENITUDE at level 10, POUDRE TOXIK at level 13, PUREDPOIS at level 19, CROCHETVENIN at level 22, CHARGE at level 28, BOMB-BEURK at level 31, TRIPLE PIED at level 37, CROC DE MORT at level 40, DETRITUS at level 46
115 KANGOUREX  : TOURMENTE at level 1, CORPS PERDU at level 1, POURSUITE at level 7, SABOTAGE at level 13, CROCO LARME at level 19, LARCIN at level 25, SOUVENIR at level 31, CONSTRICTION at level 37, MORSURE at level 43, SAISIE at level 49
116 HYPOTREMPE : HYDROCANON at level 1, COGNE at level 8, STRATOPERCUT at level 15, BALAYAGE at level 22, FRAPPE ATLAS at level 29, AVALE at level 36, PIED SAUTE at level 43, INTIMIDATION at level 50
117 HYPOCEAN   : BEC VRILLE at level 1, COGNE at level 1, CONVERSION 2 at level 1, SOUPLESSE at level 1, DARD-VENIN at level 8, PIED VOLTIGE at level 15, MAWASHI GERI at level 22, BAILLEMENT at level 29, AVALE at level 40, POING-KARATE at level 51, PAR ICI at level 62
118 POISSIRENE : POING DE FEU at level 1, BRUME at level 1, ROUE DE FEU at level 1, ZENITH at level 10, GLACIATION at level 15, BALL’GLACE at level 24, RAFALE FEU at level 29, VENT GLACE at level 38, BLIZZARD at level 43, ERUPTION at level 52
119 POISSOROY  : STALAGTITE at level 1, RAFALE FEU at level 1, GLACIATION at level 1, POINGLACE at level 1, BLIZZARD at level 10, ONDE BOREALE at level 15, LASER GLACE at level 24, ERUPTION at level 29, CANICULE at level 41, LAIT A BOIRE at level 49, GRELE at level 61
120 STARI      : TOMBEROCHE at level 1, JET-PIERRES at level 1, POUV.ANTIQUE at level 6, DOUX BAISER at level 10, VAMPIRISME at level 15, TEMPETESABLE at level 19, BOULE ROC at level 24, TAILLADE at level 28, EBOULEMENT at level 33, BALL’METEO at level 37, ROULADE at level 42, DOUBLE-DARD at level 46
121 STAROSS    : PUISSANCE at level 1, JET-PIERRES at level 1, EBOULEMENT at level 1, DANSE-FLEUR at level 1, TEMPETESABLE at level 33
122 M. MIME    : PSYKO at level 1, DOUBLE-DARD at level 5, ECRASEMENT at level 9, PSYCHO BOOST at level 13, RAYON SIGNAL at level 17, VAMPIRISME at level 21, REFLET MAGIK at level 21, SIFFL’HERBE at level 25, DARD-NUEE at level 29, EFFORT at level 33, PRESCIENCE at level 37, TOILE at level 41, VENT ARGENTE at level 45, TELEKINESIE at level 49, LUMI-ECLAT at level 53
123 INSECATEUR : CAUCHEMAR at level 1, ERUPTION at level 1, LECHOUILLE at level 6, ETONNEMENT at level 11, BOULE ROC at level 16, UPPERCUT at level 21, POUV.ANTIQUE at level 26, JET-PIERRES at level 31, TOMBEROCHE at level 36, EBOULEMENT at level 41, ROULADE at level 46
124 LIPPOUTOU  : RUNE PROTECT at level 1, MACHOUILLE at level 1, ADAPTATION at level 1, MORSURE at level 1, PLAQUAGE at level 9, POING DE FEU at level 13, METRONOME at level 21, SABOTAGE at level 25, LIRE-ESPRIT at level 35, TORGNOLES at level 41, POING COMETE at level 51, PATIENCE at level 57, GROBISOU at level 67
125 ELEKTEK    : ENCORE at level 1, ROULADE at level 1, VENDETTA at level 1, LIRE-ESPRIT at level 9, TOMBEROCHE at level 17, JET-PIERRES at level 25, EBOULEMENT at level 36, POUV.ANTIQUE at level 47, ULTIMAWASHI at level 58
126 MAGMAR     : PARA-SPORE at level 1, DANSE-FLEUR at level 1, OURAGAN at level 1, ECRASEMENT at level 1, GIGA-SANGSUE at level 7, DANSE DRACO at level 13, COLERE at level 19, POUDRE DODO at level 25, DRACOGRIFFE at level 33, MEGA-SANGSUE at level 41, DRACOSOUFFLE at level 49, DRACO-RAGE at level 57
127 SCARABRUTE : ETINCELLE at level 1, JET-PIERRES at level 1, POING-ECLAIR at level 7, ELECTACLE at level 13, EBOULEMENT at level 19, BOULE ROC at level 25, TEMPETESABLE at level 31, TOMBEROCHE at level 37, ROULADE at level 43, POUV.ANTIQUE at level 49
128 TAUROS     : ERUPTION at level 1, GRIFFE ACIER at level 4, ONDE FOLIE at level 8, MUR DE FER at level 13, RANCUNE at level 19, CAUCHEMAR at level 26, TONNERRE at level 34, STRIDO-SON at level 43, CHARGE at level 53
129 MAGICARPE  : POING DARD at level 1, LILLIPUT at level 15, BOOST at level 30
130 LEVIATOR   : LAME-FEUILLE at level 1, SYNTHESE at level 20, GIGA-SANGSUE at level 25, VOL-VIE at level 30, AROMATHERAPI at level 35, POUDRE DODO at level 40, DANSE-LAMES at level 45, VEGE-ATTAK at level 50, PAR ICI at level 55
131 LOKHLASS   : BALLE GRAINE at level 1, CROCO LARME at level 1, FEU SACRE at level 1, TRIPLATTAQUE at level 7, FLAMMECHE at level 13, DEFLAGRATION at level 19, POING DE FEU at level 25, DANSEFLAMME at level 31, RAFALE FEU at level 37, MACH PUNCH at level 43, CASSE-BRIQUE at level 49, SACRIFICE at level 55
132 METAMORPH  : MEGACORNE at level 1
133 EVOLI      : MAWASHI GERI at level 1, ROULADE at level 1, DANSE-FLEUR at level 1, POUV.ANTIQUE at level 8, TEMPETESABLE at level 16, BOULE ROC at level 23, EBOULEMENT at level 30, COUP D’MAIN at level 36, JET-PIERRES at level 42
134 AQUALI     : PARESSE at level 1, PRLVT DESTIN at level 1, SOUPLESSE at level 1, ETONNEMENT at level 8, REPOS at level 16, PISTOLET A O at level 23, SIPHON at level 30, CROISSANCE at level 36, OCROUPI at level 42, DEPIT at level 47, CLAQUOIR at level 52
135 VOLTALI    : BALL’GLACE at level 1, BUEE NOIRE at level 1, BLIZZARD at level 1, GRELE at level 8, QUEUE DE FER at level 16, BRUME at level 23, FORCE CACHEE at level 30, VENT GLACE at level 36, CARNAREKET at level 42, VENT ARGENTE at level 47, STRIDO-SON at level 52
136 PYROLI     : GRIFFE at level 1, AEROBLAST at level 1, FATAL-FOUDRE at level 1, ETREINTE at level 8, TRANCH’AIR at level 16, CAGE-ECLAIR at level 23, ELECTACLE at level 30, ONDE DE CHOC at level 36, CHARGEUR at level 42, ELECANON at level 47, ETINCELLE at level 52
137 PORYGON    : GAZ TOXIK at level 1, POUDRE TOXIK at level 1, OSMERANG at level 1, TOXIK at level 9, DESTRUCTION at level 12, QUEUE-POISON at level 20, DETRITUS at level 24, LIGOTAGE at level 32, ECLATEGRIFFE at level 36, CAGE-ECLAIR at level 44, ACIDE at level 48
138 AMONITA    : TENEBRES at level 1, POING-KARATE at level 1, EXTRASENSEUR at level 13, CADEAU at level 19, ONDE FOLIE at level 25, FURIE at level 31, CHARME at level 37, PRLVT DESTIN at level 43, LECHOUILLE at level 49, BALL’OMBRE at level 55
139 AMONISTAR  : RANCUNE at level 1, ETONNEMENT at level 1, TRIPLATTAQUE at level 1, SURCHAUFFE at level 13, DEPIT at level 19, CRU-AILE at level 25, FRUSTRATION at level 31, POING OMBRE at level 37, ONDE FOLIE at level 40, RELAIS at level 46, CAUCHEMAR at level 55, VEGE-ATTAK at level 65
140 KABUTO     : REFLET MAGIK at level 1, CORPS PERDU at level 1, PLENITUDE at level 13, VAMPIRISME at level 19, VOILE MIROIR at level 25, REPOS at level 31, PSYKO at level 37, BRUME at level 43, FORCE POIGNE at level 49, DEVOREVE at level 55
141 KABUTOPS   : PSYKO at level 1, VOILE MIROIR at level 1, PIED SAUTE at level 1, DRACOSOUFFLE at level 13, MACH PUNCH at level 19, LIGOTAGE at level 25, INTIMIDATION at level 31, GRIFFE at level 37, BOUCLIER at level 40, BALAYAGE at level 46, BALL’BRUME at level 55, CONTRE at level 65
142 PTERA      : BOMB’OEUF at level 1, POUV.ANTIQUE at level 8, QUEUE-POISON at level 15, HYDROBLAST at level 22, JET-PIERRES at level 29, ECUME at level 36, TEMPETESABLE at level 43, ROULADE at level 50
143 RONFLEX    : ELECTACLE at level 1, LASER GLACE at level 6, GRELE at level 10, GLACIATION at level 15, VENT GLACE at level 19, BUEE NOIRE at level 24, BALL’GLACE at level 28, ELECANON at level 28, POUDREUSE at level 33, FATAL-FOUDRE at level 37, BRUME at level 42, ONDE BOREALE at level 46, POING-ECLAIR at level 51
144 ARTIKODIN  : ABRI at level 1, SEISME at level 1, BALL’OMBRE at level 13, CROC FATAL at level 25, PRLVT DESTIN at level 37, REPLI at level 49, REGENERATION at level 61, ONDE FOLIE at level 73, BEC VRILLE at level 85
